game_link,name,price,genres,features,developer,publisher,release date,platform,os version,memory,storage,directx,gpu,languages,Critics Recommend,Top Critic Average,OpenCritic Rating
"Far Cry New Dawn Standard Edition₹2,249",Far Cry New Dawn,"₹2,249",ActionFirst PersonShooterOpen World,Co-opSingle Player,DeveloperUbisoft,PublisherUbisoft,Release Date02/15/19,Windows ,"Windows 7 SP1, Windows 8.1, Windows 10 (64bit versions only)",NVIDIA GeForce GTX 670 (2GB) or AMD Radeon R9 270X (2GB) or better,"Far Cry New DawnFIGHT FOR SURVIVAL IN A POST-APOCALYPTIC WORLD• Take up arms on your own or with a friend in two player co-op in an unpredictable and transformed worldCOLLIDE AGAINST TWO ALL NEW VILLAINS• Recruit an eclectic cast of Guns and Fangs for Hire and form alliances to fight by your side against the Highwaymen's unruly leaders The TwinsBUILD UP YOUR HOMEBASE AND THE SURVIVORS• Recruit Specialists to upgrade your homebase, who will help unlock all new features including crafting weapons, gear and moreBATTLE FOR RESOURCES IN HOPE COUNTY AND BEYOND• Engage the Highwaymen in escalation and venture on Expeditions to memorable locations across the USA",30 GB available space,DirectX 9.0c compatible sound card with latest drivers,null,54%,73,Fair
Far Cry®3 Standard Edition₹999,Far Cry®3,₹999,ActionFirst PersonShooterOpen World,Single Player,DeveloperUbisoft MontrealMassive EntertainmentUbisoft Shanghai,PublisherUbisoft,Release Date01/15/13,PlatformWindowsWindows,Windows® 7SP1 / Windows® 8,512 MB DirectX® 10 compliant with Shader Model 4.0 or higher (see supported list),"Far Cry®3Key Features:AN OPEN WORLD FIRST-PERSON SHOOTERCreate your own FPS adventure. Customize your weapons, your skills and your approach to each mission, whether you favor intense run-and-gun action, stealthy close-up takedowns or long-range sniping.AN ISLAND OF DANGER AND DISCOVERYExplore a diverse island playground, from mountain ranges and swampy grasslands to white sandy beaches. Discover relics, hunt exotic animals, play mini-games and travel quickly by land, sea or air. Fight your way through the island’s towns, temples, river ports and more!UNCOVER A MEMORABLE STORY AND AN INSANE CAST OF CHARACTERSEncounter an engaging and disturbed cast of characters as you take a gritty journey to the dark side of humanity, written by a Writers Guild Award winner.PLAY WITH FRIENDS IN A FULL CO-OP CAMPAIGNPlay online and team up in a four-player campaign which challenges you to be your best and work together to prevail. Experience the island through the eyes of a wayward crew in their own quest to survive against the odds.A DIFFERENT BREED OF MULTIPLAYERInnovative multiplayer rewards skill and team play. To level up, players must support each other by boosting with battle cries, reviving teammates and calling in support weapons. After each match, players have the choice to punish or show mercy for their foes in fun and twisted ways, choreographed with interactive cutscenes.USE THE MAP EDITOR TO CREATE AND ACCESS NEW CONTENTThe powerful and easy-to-use Far Cry® Map Editor is back, with new and improved features. A community of mapmakers ensures a constant stream of all-new content with the very best being showcased for the whole world to enjoy. Using the included tools, you too can make amazing maps, quickly and easily.CUTTING-EDGE GRAPHICS AND GAMEPLAYFar Cry® 3 is being developed by the world-class game designers who brought you such critically acclaimed titles as Assassin’s Creed® 2, Assassin’s Creed® Brotherhood, and World in Conflict®.",15 GB available space,null,null,null,null,null
Farming Simulator 19₹799,Farming Simulator 19,₹799,Simulation,MultiplayerSingle Player,DeveloperGiants Software GmbH,PublisherGiants Software GmbH,Release Date07/20/20,PlatformWindowsWindows,"64-bit Windows 7, Windows 8, Windows 10","Nvidia Geforce GTX 650, AMD Radeon HD 7770 graphics card or better (min. 2 GB VRAM, DX11 support)",Farming Simulator 19 - GRIMME Equipment Pack,Farming Simulator 19 - Kverneland & Vicon Equipment Pack,null,null,50%,70,Fair
"Far Cry Primal Standard Edition₹2,499",Far Cry Primal,"₹2,499",ActionSurvivalOpen World,Single Player,DeveloperUbisoft Montreal,PublisherUbisoft,Release Date03/01/16,PlatformWindowsWindows,"Windows 7, Windows 8.1, Windows 10 (64-bit versions only)",4 GB RAM,"From Prey to PredatorWelcome to the Stone Age, a time of extreme danger and limitless adventure, when giant mammoths and sabretooth tigers ruled the Earth and humanity is at the bottom of the food chain. As the last survivor of your hunting group, you will learn to craft a deadly arsenal, fend off fierce predators, and outsmart enemy tribes to conquer the land of Oros and become the Apex Predator.STONE AGE BY FAR CRY: The rich setting of the Stone Age provides a new setting filled with unpredictable mayhem, dangerous threats, and incredible stories that Far Cry is known for. RISE ABOVE EXTINCTION: Play as Takkar, a seasoned hunter and the last surviving member of your group. There is one goal: survive in a world where you are the prey. FIERCE WILDLIFE AND SAVAGE AND MAJESTIC WORLD: This is earth before man laid claim to it, where deadly sabretooth tigers ruled the world, giant woolly mammoths were kings, and herds of massive Elk stormed through the plains. Discover these and many more daunting creatures in the savage open-world of Oros within the towering redwood forests, harsh taiga, cold glacial mountains and humid swamps.",20 GB available space,"Windows-compatible keyboard, mouse, headset, optional controller. Supported Video Cards at Time of Release: AMD Radeon™ HD 5770 (1 GB VRAM) or better, HD 7000 / 200 / 300 / Fury X series, NVIDIA® GeForce® GTX 460 (1 GB VRAM) or better, GTX 500 / 600 / 700 / 900 / TITAN series. Note: This product supports 64-bit operating systems only. Laptop versions of these cards may work, but are not officially supported. For the most up-to-date requirement listings, please visit the FAQ on our support website at support.ubi.com. HIGH SPEED INTERNET ACCESS AND A VALID UPLAY ACCOUNT REQUIRED TO ACTIVATE THE GAME AFTER INSTALLATION, TO AUTHENTICATE YOUR SYSTEM AND CONTINUE GAMEPLAY AFTER ANY RE-ACTIVATION, TO ACCESS ONLINE FEATURES AND TO UNLOCK EXCLUSIVE CONTENT. SUCH CONTENT MAY ONLY BE UNLOCKED ONE SINGLE TIME WITH A UNIQUE KEY. YOU MUST BE AT LEAST 13 TO CREATE A UPLAY ACCOUNT WITHOUT PARENTAL CONSENT. UBISOFT MAY CANCEL ACCESS TO ONE OR MORE SPECIFIC ONLINE FEATURES UPON 30-DAYS PRIOR NOTICE, PUBLISHED AT www.farcrygame.com. Game contains Denuvo (https://www.denuvo.com/) anti-tamper technology.",null,60%,77,Strong
Sky Fleet₹349,Sky Fleet,₹349,ActionIndieStrategy,Co-opSingle PlayerCompetitive,DeveloperEnno  Games,PublisherFreedom Games,Release Date12/17/21,PlatformWindowsWindowsMac OSMac OS,Windows 10,8 GB,Geforce 1060 or equivalent,400 MB,null,"Text: Japanese, German, Korean, Italian, English, French, Turkish, Chinese (Simplified), Spanish (Latin America), Spanish (Spain), Portuguese, Russian",null,null,null
El Hijo – A Wild West Tale₹529,El Hijo – A Wild West Tale,₹529,ExplorationStealthCasual,Single Player,"DeveloperHonig Studios, Quantumfrog",PublisherHandyGames,Release Date03/11/22,Windows ,Windows 10 64-bit,8GB,"GeForce 560 or higher, AMD Radeon HD 5830 or higher",3500MB,null,"Text: English, French, Italian, German, Spanish (Spain)",48%,72,Fair
Minit₹372,Minit,₹372,IndiePuzzleAdventure,Controller SupportSingle Player,"Developer JW, Kitty, Jukio, and Dom",PublisherDevolver Digital,Release Date04/03/18,PlatformWindowsWindowsMac OSMac OSMac OSMac OS,Windows XP/Vista/7/8/8.1/10 x86/x64,1 GB RAM,GeForce 7600 GS (256 MB) / Radeon HD 2400 PRO (256 MB),200 MB available space,null,null,83%,80,Strong
Tormentor x Punisher₹297,Tormentor x Punisher,₹297,ActionIndie,null,DeveloperE-Studio,PublisherRaw Fury,Release Date03/26/20,PlatformWindowsWindows,Windows XP,2 GB RAM,"GeForce 7600 GT (256 MB), Intel HD Graphics 4400 (Shared), Radeon X1600 XT (256 MB)",Version 9.0c,500 MB available space,null,null,null,null
Trash Sailors₹529,Trash Sailors,₹529,Action-AdventureIndieSimulation,Co-opController SupportSingle PlayerMultiplayer,DeveloperfluckyMachine,PublishertinyBuild,Release Date12/16/21,PlatformWindowsWindows,Windows 7,2 Gb,GeForce 8600GT,DirectX 10,2 Gb,"Text: English, Italian, Spanish (Latin America), Spanish (Spain), Chinese (Simplified), Japanese, French, German, Korean, Polish, Portuguese, Russian",null,null,null
Overcooked₹521,Overcooked,₹521,ActionIndieSimulation,Controller SupportCo-opSingle Player,DeveloperGhost Town Games Ltd.,Publisherteam17,Release Date08/07/18,PlatformWindowsWindows,Windows 7 (32-bit),2 GB RAM,GeForce 8800 GT / AMD HD 6850 / Intel HD Graphics 4400 or above,750 MB available space,DirectX Version 11 & Direct X Compatible Sound Card,null,76%,79,Strong
For The King₹521,For The King,₹521,Turn-BasedAdventure,Co-op,DeveloperIronOak Games,PublisherCurve Digital,Release Date04/23/20,PlatformWindowsWindows,Windows 7/8/8.1/10 x64,4096 MB RAM,GeForce 8800 GTX (768 MB) / Intel HD 4600 / Radeon HD 3850 (512 MB),9,3GB,null,59%,75,Strong
Auto ChessFree,Auto Chess,Free,Strategy,Multiplayer,DeveloperDragonest Games,PublisherDragonest Games,Release Date08/23/19,Windows ,"Windows 7,10 X64 DX9c",4 GB,GeForce 9500GT/GT610,4 GB,null,null,null,null,null
APE OUT₹446,APE OUT,₹446,ActionIndie,Controller Support,DeveloperGabe CuzzilloBennett FoddyMatt Boch,PublisherDevolver Digital,Release Date02/28/19,PlatformWindowsWindowsMac OSMac OS,"Windows 7, 8, 8.1, 10 x64",2 GB RAM,GeForce 9600 GT (512 MB),Version 11,2 GB available space,null,90%,83,Strong
"BekuAvailable Q2, 2022₹139",Beku,₹139,IndieActionRogue-Lite,Single PlayerCo-op,DeveloperWiwiGameStudio,PublisherHound Picked Games,"AvailableQ2, 2022",Windows ,"Windows Vista or 7 ,8, 10",4 GB RAM,GeForce 9800GTX,DirectX 11,1 GB available space,Text: English,null,null,null
Submerged₹469,Submerged,₹469,AdventureExploration,Single Player,DeveloperUppercut Games Pty Ltd,PublisherUppercut Games Pty Ltd,Release Date03/10/22,Windows ,Windows 10,4GB,GeForce 9800GTX or ATI Radeon HD 4770,DirectX 11,3GB,"Text: Turkish, Spanish (Spain), German, Italian, Japanese, Korean, Portuguese, Russian, Chinese (Simplified), Chinese (Traditional), French, English",15%,54,Weak
Guardian of Lore₹329,Guardian of Lore,₹329,Action-AdventureRPGAction,Single PlayerController Support,DeveloperRound2Games,"PublisherTop Hat Studios, Inc.",Release Date03/02/22,Windows ,Windows 7,4GB,GeForce 9800GTX+ (1GB),DirectX 10,null,"Text: English, Spanish (Latin America)",null,null,null
Baldur's Gate: Dark Alliance₹709,Baldur's Gate: Dark Alliance,₹709,RPGAction,Single PlayerCo-opController Support,DeveloperBlack Isle Studios,PublisherInterplay Entertainment Corp.,Release Date12/17/21,PlatformWindowsWindowsMac OSMac OS,Windows 7,1 GB,GeForce FX5700 or better / ATI Radeon 9600 or better,6 GB,Gamepad,"Text: English, French, Italian, German, Spanish (Latin America), Spanish (Spain)",44%,64,Weak
Patron-40%₹469₹281.40,Patron,₹281.40,City BuilderSurvival,Single Player,DeveloperOverseer Games,PublisherOverseer Games,Release Date03/10/22,Windows ,Windows 10 (64-bit),8GB RAM,GeForce GTX 1050 3 GB or AMD Radeon™ RX 560 4 GB or equivalent,DirectX 11,10 GB,"Text: Turkish, Portuguese, Spanish (Spain), Chinese (Simplified), Hungarian, Japanese, Italian, French, Polish, German, Russian, English",null,null,null
Moonlighter₹521,Moonlighter,₹521,RPGAdventure,Controller SupportSingle Player,DeveloperDigital Sun Games,Publisher11 Bit Studios,Release Date05/29/18,PlatformWindowsWindowsMac OSMac OSMac OSMac OS,Windows 7,4 GB RAM,"GeForce GTX 260, Radeon HD 5770, 1024 MB, Shader Model 3.0",4 GB available space,DirectX compatible,null,79%,82,Strong
RUINER₹521,RUINER,₹521,ActionShooterAdventure,Single Player,DeveloperReikon Games,PublisherDevolver Digital,Release Date09/26/17,PlatformWindowsWindows,Windows 7/8.1/10 x64,4 GB RAM,GeForce GTX 460 (1024 MB) / Radeon HD 6850 (1024 MB),10 GB available space,null,null,64%,77,Strong
Bad North₹446,Bad North,₹446,ActionStrategyRogue-Lite,Controller Support,DeveloperPlausible Concept,PublisherRaw Fury,Release Date11/16/18,PlatformWindowsWindows,Windows 7+,4 GB RAM,"GeForce GTX 480M, Radeon HD 6790 or equivalent",Version 11,200 MB available space,null,46%,71,Fair
A Knights Quest₹745,A Knights Quest,₹745,ActionAdventurePlatformer,Single Player,DeveloperSky 9 Games,PublisherCurve Digital,Release Date10/09/19,PlatformWindowsWindows,"Windows 7,8, 8.1, 10 x 64 (Requires a 64-bit processor and operating system)",4 GB RAM,GeForce GTX 550 Ti (1024 MB) or Radeon HD 6850 (1024 MB) or Intel Iris Pro 5200,15 GB available space,null,null,36%,63,Weak
Inscryption₹699,Inscryption,₹699,Card GameHorrorPuzzle,Single PlayerController Support,DeveloperDaniel Mullins Games,PublisherDevolver Digital,Release Date10/20/21,PlatformWindowsWindows,Windows 10,4 GB RAM,GeForce GTX 550 Ti (3072 VRAM); Radeon HD 6850 (1024 VRAM),3 GB available space,null,"Text: Chinese (Simplified), Chinese (Traditional), English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Spanish (Spain), Turkish",98%,86,Mighty
True Hate₹189,True Hate,₹189,IndieAdventurePlatformer,Single Player,DeveloperBoom Games,PublisherBoom Games,Release Date10/15/21,PlatformWindowsWindows,Windows 7 / 8 / 8.1 / 10,2 GB RAM,GeForce GTX 550 Ti or Radeon HD 6770,6 GB,null,"Text: Chinese (Simplified), English, Dutch, French, Russian, Italian",null,null,null
Power to the People₹349,Power to the People,₹349,SimulationStrategyCity Builder,Single Player,DeveloperHermes Interactive,PublisherCrytivo Inc.,Release Date03/22/22,Windows ,Windows 7 64-bit,4 GB RAM,GeForce GTX 550 Ti or Radeon HD 7770,DirectX 11,4 GB available space,"Text: English, French, German, Spanish (Spain), Chinese (Simplified), Portuguese, Russian",null,null,null
Hercule Poirot - The First Cases₹999,Agatha Christie - Hercule Poirot: The First Cases,₹999,Adventure,Single Player,DeveloperBlazing Griffin,PublisherMicroids,Release Date02/28/22,Windows ,"Windows 7, Windows 8, Windows 8.1, Windows 10 (64-bit)",4 GB,"GeForce GTX 580, DirectX 10-compatible video card",DirectX 10,null,"Text: English, Italian, Spanish (Spain), French, German, Chinese (Simplified), Chinese (Traditional), Korean, Japanese, Polish, Portuguese, Russian",null,null,null
Pile Up₹349,Pile Up! Box by Box,₹349,Action,Co-op,DeveloperSeed by Seed,PublisherHandyGames,Release Date03/25/22,PlatformWindowsWindows,Requires a 64-bit processor and operating system,4 GB RAM,GeForce GTX 630 / Radeon HD 6570,DirectX 9,5 GB available space,"Text: Spanish (Spain), Italian, German, English, French, Czech, Dutch, Greek, Japanese, Norwegian, Portuguese, Romanian, Swedish, Chinese (Traditional), Ukrainian, Bulgarian, Danish, Finnish, Hungarian, Korean, Polish, Russian, Spanish (Latin America), Thai, Turkish",null,null,null
Yooka-Laylee and the Impossible Lair₹670,Yooka-Laylee and the Impossible Lair,₹670,AdventurePlatformer,Single PlayerController Support,DeveloperPlaytonic Games Ltd.,PublisherTeam17 Digital Ltd,Release Date04/11/17,PlatformWindowsWindows,Windows 7 SP1 64-bit,6 GB RAM,GeForce GTX 650 or Radeon HD 5770,6 GB available space,null,null,84%,83,Strong
